Cap_Diameter	Cap_Shape	Cap_Surface	Cap_Color	Bruises_or_Bleeds	Gill_Attachment	Gill_Spacing	Gill_Color	Stem_Height	Stem_Width	Stem_Root	Ring_Type	Habitat	Class
4.08	f	s	w	FALSE	d	d	w	4.73	6.48	NA	f	m	e
15.74	x	k	n	TRUE	p	NA	e	9.39	32.73	c	f	d	p
2.32	f	t	y	FALSE	NA	NA	y	7.68	2.73	NA	f	g	p
3.15	s	d	w	FALSE	d	d	w	3.38	2.62	NA	f	g	p
10.94	x	t	n	FALSE	a	d	w	10.77	29.43	NA	f	d	p
4.2	x	s	n	FALSE	p	NA	n	4.49	10.75	NA	f	d	e
3.71	s	d	n	TRUE	d	c	p	4.72	6.35	NA	f	d	e
8.88	x	NA	n	FALSE	p	NA	p	9.53	28.43	c	f	d	p
NA	c	NA	u	FALSE	a	c	n	3.98	3.61	NA	f	d	p
15.16	x	k	n	TRUE	p	NA	o	9.01	32.71	c	f	d	p
3.76	x	t	o	FALSE	p	NA	n	5.17	11.34	NA	f	d	e
9.01	x	d	w	FALSE	s	c	w	6.03	28.3	NA	f	d	e
8.99	p	s	w	FALSE	e	NA	g	8.78	15.99	s	r	m	e
8.74	f	y	u	FALSE	s	c	y	7.33	18.51	NA	f	d	p
1.62	b	h	n	FALSE	a	NA	n	5.31	1.65	NA	f	h	p
4.77	x	NA	y	FALSE	x	c	g	6.85	4.06	NA	f	d	e
6.93	x	y	n	FALSE	e	c	w	5.25	9.96	NA	f	d	e
3.07	b	NA	n	FALSE	a	NA	k	8.48	2.34	NA	f	g	p
8.84	x	h	n	TRUE	p	NA	n	7.61	17.71	NA	p	d	e
4.62	x	s	w	FALSE	d	c	w	4.92	7.03	NA	f	m	e
NA	f	h	n	FALSE	x	c	n	6.2	6.23	NA	r	d	e
8.96	x	h	n	FALSE	p	d	y	7.04	12.4	NA	f	h	e
8.38	x	t	p	TRUE	d	c	o	6.19	17.05	NA	f	d	e
4.72	s	NA	n	TRUE	d	c	b	5.41	4.94	NA	f	d	p
3.7	x	d	n	FALSE	p	NA	e	4.61	10.16	NA	f	d	e
2.87	x	s	g	FALSE	d	c	w	3.21	7.28	NA	f	g	p
6.76	p	y	w	FALSE	e	c	n	4.56	12.52	NA	e	m	e
NA	x	NA	u	FALSE	NA	d	u	4.97	3.89	NA	f	d	e
2.42	b	NA	n	FALSE	a	NA	k	8.89	2.59	NA	f	g	p
9.34	x	e	n	FALSE	a	NA	n	10.54	14.61	s	f	d	p
3.71	x	t	n	FALSE	s	c	n	4.73	6.22	NA	z	d	p
8.72	x	y	y	FALSE	a	c	y	10.84	10.43	NA	NA	d	p
10	x	i	y	FALSE	a	NA	o	11.18	22.91	r	r	d	p
4.48	c	i	y	FALSE	NA	c	r	6.14	7.52	NA	f	d	p
1.99	b	NA	g	FALSE	a	NA	g	5.49	2.08	NA	f	d	p
6.84	x	t	w	FALSE	e	c	w	12.01	11.66	NA	l	d	p
0.76	f	NA	o	FALSE	d	NA	o	4.8	1.02	NA	f	g	p
7.1	x	h	y	FALSE	p	NA	y	7.06	14.29	NA	NA	d	e
13.02	x	s	r	FALSE	x	NA	n	8.47	25.03	NA	f	d	e
6.34	x	s	g	FALSE	s	NA	y	5.51	16.11	NA	f	d	p
4.14	x	t	n	FALSE	a	c	n	4.72	6.13	NA	z	d	p
9.57	x	s	n	FALSE	e	c	p	7.6	10.51	NA	f	d	e
4.6	c	NA	g	FALSE	f	f	f	5.68	20.81	NA	f	d	e
6.86	s	NA	r	TRUE	d	NA	o	5.06	12.88	NA	f	d	p
1.87	f	y	o	FALSE	d	NA	y	3.99	5.93	NA	f	h	p
5.01	x	h	n	FALSE	a	d	w	7.19	5.26	NA	f	d	e
3.21	f	s	w	FALSE	d	d	w	3.31	5.68	NA	f	m	e
2.83	b	w	u	FALSE	a	c	g	5.39	5.15	NA	f	l	p
2.87	p	t	n	FALSE	a	c	n	4.14	2.58	NA	e	m	p
8.32	f	d	n	TRUE	d	c	y	6.4	9.82	NA	f	d	p
8.16	b	t	w	FALSE	e	c	w	12.46	12.06	NA	e	d	p
6.6	x	y	n	FALSE	e	c	p	4.53	8.91	NA	f	d	e
8.73	f	NA	n	FALSE	s	c	b	8.51	21.98	NA	f	l	e
4.04	f	g	n	FALSE	a	d	g	6.42	3.58	NA	f	d	e
11.19	f	NA	l	FALSE	d	c	w	2.41	13.21	NA	f	d	e
0.68	f	NA	o	FALSE	d	NA	o	4.6	1.01	NA	f	g	p
10.01	x	y	y	FALSE	NA	NA	w	6.42	26.33	b	e	d	e
6.66	s	NA	y	FALSE	a	c	w	7.17	16.23	NA	f	d	e
13.74	p	s	w	TRUE	e	NA	n	13.63	18	s	l	g	e
4.84	x	y	w	FALSE	e	c	n	3.68	11.54	NA	e	g	e
6.95	f	h	r	FALSE	NA	c	w	10.49	13.32	NA	p	d	p
0.58	b	t	y	FALSE	NA	c	g	3.05	2.27	NA	f	g	p
8.63	x	h	y	FALSE	p	NA	y	7.42	15.22	NA	NA	d	e
5	x	NA	w	FALSE	x	c	g	7.37	4	NA	f	d	e
3.23	b	y	n	FALSE	NA	c	k	6.4	2.77	NA	f	d	e
7.31	f	s	k	FALSE	a	c	w	5.62	14.86	NA	f	d	e
4.11	o	NA	w	FALSE	f	f	f	5.49	31.16	NA	f	p	p
5.13	f	NA	y	FALSE	s	d	y	4.84	13.53	NA	f	d	p
NA	x	t	y	TRUE	x	c	y	7.35	15.48	NA	f	d	e
5.59	f	NA	y	FALSE	s	d	y	5.99	15.03	NA	f	d	p
4.3	x	t	n	FALSE	p	NA	n	4.75	10.3	NA	f	d	e
7.53	f	s	n	FALSE	d	c	w	7.38	9.49	NA	f	d	e
8.33	x	h	r	FALSE	NA	c	w	10.03	11.64	NA	p	d	p
11.32	x	t	n	TRUE	p	NA	y	11.22	24.33	NA	f	d	e
6.93	f	NA	e	FALSE	x	c	w	6.23	16.88	NA	f	d	e
3.31	f	t	p	FALSE	a	NA	r	5.12	6.59	NA	f	d	p
2.29	b	g	y	FALSE	NA	c	n	7.38	3.52	NA	f	g	p
3.58	f	NA	n	FALSE	x	c	p	8.75	4.58	NA	f	d	p
6.41	x	t	n	FALSE	a	d	n	6.21	4.84	NA	l	d	e
1.62	x	NA	b	FALSE	NA	d	u	5.32	4	NA	f	d	e
5.11	c	e	w	TRUE	x	c	p	5.64	11.42	NA	f	d	p
4.14	b	g	n	FALSE	x	d	w	4.9	3.11	NA	f	g	e
6.37	p	s	n	FALSE	NA	NA	g	8.07	12.89	NA	z	d	p
2.14	b	g	o	FALSE	NA	c	n	6.03	3	NA	f	m	p
7.22	c	g	n	FALSE	e	NA	w	13.28	12.25	NA	f	d	e
7.42	x	s	u	FALSE	a	c	w	4.41	13.16	NA	f	d	e
7.34	x	h	e	FALSE	x	d	w	6.18	17.11	b	f	d	p
9.76	f	e	b	FALSE	NA	c	b	5.08	19.94	NA	f	d	e
3.24	x	t	n	FALSE	s	c	p	5.44	9.4	NA	z	d	p
8.47	f	s	n	FALSE	s	c	w	6.55	10.91	b	f	g	e
8.06	p	NA	g	FALSE	a	NA	w	8.12	15.17	NA	f	g	e
9.68	x	NA	g	TRUE	x	NA	n	10.12	22.52	s	f	d	p
3.71	x	h	l	FALSE	s	c	u	5.62	7.85	NA	e	m	p
7.98	x	NA	u	FALSE	a	NA	w	7.12	13.55	NA	f	d	e
5.58	x	y	n	FALSE	e	c	w	5.46	10.29	NA	f	d	e
9.1	x	s	w	FALSE	s	c	w	6.65	27.44	NA	f	d	e
NA	f	w	o	TRUE	d	c	n	3.37	5.9	NA	f	d	p
21.02	x	s	o	FALSE	p	NA	y	5.06	35.3	NA	f	d	p
10.07	x	t	n	TRUE	p	NA	n	9.01	18.69	NA	p	d	e
3.22	x	t	n	FALSE	s	c	n	5.31	8.2	NA	z	d	p
4.45	f	l	n	FALSE	x	d	y	5.92	4.96	NA	f	l	p
7.86	x	h	y	TRUE	x	c	y	7.65	17.27	NA	f	d	e
6.44	x	y	w	FALSE	e	c	k	4.96	12.12	NA	e	m	e
8.34	x	t	n	TRUE	x	c	y	8.09	16.8	NA	f	d	e
1.67	c	g	n	FALSE	a	NA	g	5.31	1.41	NA	f	l	e
1.89	p	t	n	FALSE	a	c	g	7.09	2.55	NA	e	m	p
5.27	x	k	n	FALSE	a	c	y	6.07	6	NA	NA	d	p
NA	x	t	n	FALSE	s	NA	n	5.92	6.47	NA	f	d	p
7.42	x	t	n	FALSE	e	NA	w	6.09	13.87	NA	f	d	e
9.15	s	NA	n	FALSE	NA	NA	w	4.88	22.47	NA	f	d	e
5.85	x	NA	w	FALSE	e	NA	w	5.96	13.14	NA	g	d	e
5.57	p	NA	g	FALSE	f	f	f	5.4	19.08	NA	f	d	e
NA	x	d	n	TRUE	p	NA	r	6.74	13.37	NA	f	d	e
6.17	x	g	n	FALSE	e	NA	w	7.57	13.64	NA	p	d	p
5.92	s	d	y	FALSE	d	c	y	3.18	6.7	NA	f	h	p
1.24	o	k	n	FALSE	NA	NA	n	2.6	1.33	NA	f	d	p
2.92	x	d	n	FALSE	p	NA	y	4.02	9.01	NA	f	d	e
4.16	f	t	n	FALSE	x	c	p	5.94	4.24	NA	f	g	p
1.27	o	k	n	FALSE	NA	NA	n	3.95	1.39	NA	f	d	p
11	f	e	b	FALSE	NA	c	b	4.92	20.32	NA	f	d	e
3.35	x	i	e	FALSE	NA	NA	e	4.6	5.07	NA	f	d	p
6.68	c	NA	g	FALSE	f	f	f	6.17	21.56	NA	f	l	e
7.98	x	i	o	FALSE	a	NA	o	13.09	21.91	r	r	d	p
5.78	x	h	n	FALSE	x	c	w	5.34	4.49	NA	r	d	e
8.17	f	w	p	FALSE	s	c	p	4.77	9.85	NA	f	d	p
4.92	s	s	o	FALSE	d	d	o	5.02	11.73	NA	f	d	e
53.91	o	y	y	FALSE	p	NA	y	5.47	34.43	NA	f	d	e
NA	b	w	r	FALSE	a	NA	r	5.38	6.53	NA	f	z	p
10.29	x	NA	u	FALSE	s	c	b	9.3	23.44	NA	f	d	e
7.42	x	y	n	FALSE	a	c	y	8.53	9.87	NA	NA	d	p
5.99	c	k	w	TRUE	x	c	p	6.05	11.92	NA	f	d	p
4.64	x	h	n	FALSE	x	c	w	4.14	5.92	NA	r	d	e
6.51	x	t	n	FALSE	s	NA	g	5.37	6.72	NA	f	d	p
2.88	x	s	w	FALSE	d	d	w	3.22	5.49	NA	f	g	e
NA	f	l	n	FALSE	x	d	y	6.02	5.61	NA	f	l	p
NA	x	k	w	FALSE	s	NA	p	4.13	2.77	NA	f	g	p
10.24	x	s	e	FALSE	d	d	w	8.9	14.33	NA	NA	d	e
7.34	x	l	w	FALSE	d	NA	w	3.43	8.47	NA	f	d	e
10.52	s	e	g	FALSE	d	c	w	7.66	23.61	s	f	l	e
1.95	x	i	l	FALSE	a	NA	p	3.57	2.29	NA	f	g	p
NA	x	h	r	FALSE	NA	c	w	10.79	13.34	NA	p	d	p
8	f	s	w	FALSE	s	c	w	6.37	24.93	NA	f	d	e
7.33	s	h	n	TRUE	d	NA	w	4.44	12.69	NA	f	d	p
2.95	x	s	o	FALSE	d	NA	o	3.1	5.76	NA	f	m	p
11.46	x	s	n	FALSE	e	c	w	7.12	10.51	NA	f	d	e
8.2	x	t	n	TRUE	p	NA	y	7.86	17.34	NA	p	d	e
3.48	x	s	w	FALSE	d	d	w	3.9	6.16	NA	f	g	e
4.83	s	d	o	FALSE	d	c	y	2.89	6.49	NA	f	h	p
3.77	x	d	n	FALSE	p	NA	y	4.24	9.69	NA	f	d	e
9.2	x	h	n	TRUE	p	NA	y	7.07	21.85	NA	f	d	e
NA	x	s	o	FALSE	p	NA	y	6.64	45.37	NA	f	d	p
7.28	f	w	p	FALSE	s	c	p	4.92	10.4	NA	f	d	p
5.24	x	NA	w	FALSE	NA	c	w	10.71	12.45	NA	f	d	p
8.21	x	h	n	FALSE	p	d	y	6.7	12.53	NA	f	d	e
10.92	f	y	e	FALSE	NA	NA	w	7.48	27.5	b	e	d	e
3.91	x	NA	y	FALSE	a	c	o	3.94	8.87	NA	f	d	e
1.4	b	t	y	FALSE	NA	c	k	3.5	2.36	NA	f	g	p
7.75	x	NA	g	FALSE	s	c	p	5.39	18.09	b	f	d	e
11.16	x	s	y	FALSE	x	NA	n	7.71	24.6	NA	f	d	p
5.38	x	e	l	FALSE	x	c	w	6.9	9.05	NA	f	d	e
7.33	x	t	n	FALSE	s	NA	n	5.99	8.11	NA	f	d	p
1.58	x	k	n	FALSE	NA	NA	n	5.35	1.68	NA	f	d	p
1.93	c	NA	w	FALSE	a	c	w	3.34	3.42	NA	f	d	p
3.78	b	g	n	FALSE	x	d	w	4.99	3.19	NA	f	g	e
13.9	x	e	n	TRUE	p	NA	o	8.85	25.69	c	f	d	p
11.77	s	s	n	FALSE	x	NA	n	7.41	24.93	NA	f	d	e
2.28	x	NA	n	FALSE	NA	d	w	5.85	4.33	NA	f	d	e
13.22	f	e	g	FALSE	d	c	w	6.86	22.9	s	f	l	e
8.47	x	NA	n	FALSE	s	c	g	6.01	18.01	NA	f	l	e
1.79	b	h	n	FALSE	a	NA	n	4.67	1.64	NA	f	h	p
2.57	x	NA	b	FALSE	NA	d	w	5.22	4.06	NA	f	d	e
7.95	f	w	p	FALSE	s	c	p	4.72	10.24	NA	f	d	p
6.09	x	t	g	FALSE	a	d	n	6.14	4.82	NA	l	d	e
10.98	x	t	r	TRUE	d	c	n	5.57	12.67	NA	f	h	p
9.3	p	y	w	FALSE	e	c	p	17.63	12.11	NA	e	g	e
0.53	b	t	n	FALSE	NA	c	g	2.89	2.27	NA	f	d	p
12.44	f	y	n	FALSE	NA	NA	w	7.24	25.81	b	e	d	e
8.22	x	h	o	FALSE	p	NA	y	8.06	13.87	NA	f	d	e
0.72	x	g	y	FALSE	NA	NA	y	3.46	0.71	NA	f	d	p
7.05	s	NA	n	FALSE	d	c	w	4.69	8.19	NA	f	h	e
1.71	f	t	n	FALSE	NA	NA	n	7.1	2.65	NA	f	g	p
4.06	f	s	w	FALSE	d	c	w	2.98	7.3	NA	f	g	p
3.58	b	y	n	FALSE	NA	c	w	5.44	4.54	s	f	d	p
7.67	f	k	n	FALSE	a	c	n	8.2	6.92	NA	NA	d	p
4.93	x	NA	y	FALSE	a	c	y	3.95	8.53	NA	f	d	e
1.22	x	s	y	FALSE	f	f	f	2.63	5.44	NA	f	d	p
NA	b	NA	g	FALSE	a	NA	n	10.03	2.63	NA	f	g	p
0.99	b	t	y	FALSE	NA	c	g	3.96	2.81	NA	f	g	p
1.4	x	k	n	FALSE	NA	NA	n	3.98	1.31	NA	f	d	p
3.13	b	y	n	FALSE	NA	c	u	5.4	4.33	s	f	d	p
NA	f	e	b	FALSE	NA	c	b	4.92	20.84	NA	f	d	e
6.76	f	d	n	TRUE	d	c	w	6.71	9.76	NA	f	d	p
3.33	f	d	p	FALSE	a	NA	y	4.86	6.33	NA	f	g	p
8.13	x	t	n	TRUE	d	c	n	4.66	14.37	NA	f	d	p
1.46	b	h	n	FALSE	a	NA	n	4.88	1.54	NA	f	g	p
4.39	x	NA	n	FALSE	x	c	p	8.59	4.15	NA	f	l	p
5.62	x	NA	e	FALSE	NA	c	r	3.24	12.5	NA	f	d	p
5.78	b	h	k	FALSE	s	d	w	6.21	12.69	NA	f	d	e
3.88	s	k	y	FALSE	p	NA	n	2.9	4.18	NA	f	d	p
4.19	x	t	n	FALSE	d	NA	o	6.02	7.73	NA	f	d	e
3.78	x	t	n	FALSE	s	c	n	4.98	6.85	NA	z	d	p
11.26	x	t	n	FALSE	a	d	w	12.21	34.36	NA	f	d	p
0.65	x	g	p	FALSE	a	NA	p	3.87	1.05	NA	f	d	p
2.4	x	g	n	FALSE	a	NA	w	5.64	2.17	NA	f	d	p
6.67	x	y	w	TRUE	NA	NA	p	7.89	12.94	s	l	d	p
1.47	x	w	g	FALSE	NA	d	k	5.1	2.51	NA	f	d	e
22.01	x	e	n	TRUE	p	NA	y	10.41	36.28	NA	f	d	p
16.19	x	t	r	TRUE	d	c	n	6.33	14.45	NA	f	h	p
14.85	x	e	n	TRUE	e	NA	w	9.2	17.71	NA	NA	g	e
15.61	f	g	o	FALSE	e	NA	w	17.84	17.29	s	g	d	p
1.49	x	NA	n	FALSE	NA	NA	k	5.13	2.6	NA	f	g	p
7.49	s	NA	u	FALSE	s	c	u	7.57	22.32	NA	f	l	e
2.77	x	NA	b	FALSE	NA	d	w	6.37	4.88	NA	f	d	e
3.21	x	s	w	FALSE	a	d	w	3.49	6.49	NA	f	g	e
2.48	x	g	n	FALSE	a	NA	w	7.14	2.48	NA	f	d	p
0.8	x	NA	o	FALSE	NA	NA	y	3.58	0.73	NA	f	d	p
1.78	b	h	n	FALSE	a	NA	n	4.74	1.63	NA	f	h	p
7.25	x	g	n	FALSE	e	NA	w	7.68	13.02	NA	p	d	p
7.58	f	t	y	FALSE	x	c	y	6.73	18.13	NA	f	d	p
3.94	b	y	n	FALSE	NA	c	u	6.89	4.36	s	f	d	p
4.12	f	y	g	FALSE	s	NA	y	4.29	7.1	NA	f	d	e
1.29	b	g	n	FALSE	NA	c	n	4.68	2.46	NA	f	g	p
2.92	b	y	n	FALSE	NA	c	n	6.2	2.64	NA	f	d	e
5.62	x	g	n	FALSE	e	NA	w	7.29	12.72	NA	g	d	p
5.73	f	y	g	FALSE	s	NA	p	4.32	7.05	NA	f	d	e
9.17	x	e	n	FALSE	a	NA	n	10.46	14.65	s	f	h	p
5.8	s	d	b	FALSE	d	d	o	5.92	11.7	NA	f	m	e
5.13	x	t	y	FALSE	x	c	y	4.68	11.48	NA	f	d	p
2.83	f	s	g	FALSE	d	c	w	2.99	7.1	NA	f	g	p
1.86	x	y	o	FALSE	a	NA	y	2.46	4.78	NA	f	h	p
4.68	x	s	o	FALSE	a	c	y	6.12	7.5	NA	f	g	p
2.8	f	h	n	FALSE	NA	c	k	5.39	5.81	NA	f	d	e
5.37	f	s	r	TRUE	s	d	w	4.66	13.43	r	f	d	p
3.25	x	k	w	FALSE	s	c	p	3.92	2.6	NA	f	g	p
NA	x	e	y	FALSE	x	c	w	7.6	19.31	NA	f	d	e
7.86	s	NA	r	TRUE	d	NA	o	4.39	11.78	NA	f	d	p
4.42	x	t	n	FALSE	p	NA	n	5.77	10.11	NA	f	d	e
NA	x	i	e	FALSE	NA	NA	e	4.66	5.25	NA	f	d	p
1.38	x	w	g	FALSE	NA	d	k	5.38	2.3	NA	f	d	e
6.04	f	h	o	FALSE	a	d	w	8.24	8	NA	f	d	e
3.02	b	y	n	FALSE	NA	c	u	5.54	4.3	s	f	d	p
0.84	x	g	n	TRUE	a	NA	p	5.49	1.04	NA	f	d	e
3.47	f	l	e	FALSE	x	d	n	4.43	4.44	NA	f	l	p
8.49	x	s	n	FALSE	s	NA	g	6	8.05	NA	f	d	p
11.83	x	s	w	FALSE	x	NA	n	8.36	18.36	NA	f	d	e
7.36	x	e	n	FALSE	a	NA	n	10.18	15.33	s	f	h	p
3.23	c	NA	w	FALSE	a	c	n	4.18	3.82	NA	f	p	p
7.28	x	y	y	FALSE	a	c	y	9.54	11.77	NA	NA	d	p
3.47	s	NA	u	FALSE	a	NA	w	3.99	6.49	NA	f	d	p
NA	x	y	l	FALSE	s	c	n	6	7.89	NA	e	g	p
6.06	x	d	y	TRUE	p	NA	y	7.92	15.13	NA	f	d	e
7.72	f	s	n	FALSE	s	c	w	6.24	10.48	b	f	d	e
3.13	o	NA	g	FALSE	f	f	f	3.64	15.9	NA	f	d	p
50.27	o	y	y	FALSE	p	NA	y	7.08	27.01	NA	f	d	e
6.5	o	NA	n	FALSE	f	f	f	3.09	24.24	NA	f	d	p
11.12	f	NA	b	FALSE	d	c	w	2.56	15.35	NA	f	d	e
1.54	x	NA	n	FALSE	NA	NA	k	5.09	2.62	NA	f	g	p
2.98	f	w	n	TRUE	d	c	y	3.65	5.91	NA	f	d	p
8.68	s	t	o	TRUE	d	c	o	6.12	16.87	NA	f	d	e
NA	s	k	y	FALSE	p	NA	n	3.93	6.93	NA	f	d	p
6.31	f	g	n	FALSE	s	NA	y	8.68	13.97	NA	f	d	e
14.74	x	NA	g	FALSE	e	NA	w	11	14.94	NA	e	d	p
12.49	s	s	n	FALSE	x	NA	n	6.13	26.49	NA	f	d	e
9.27	x	t	n	TRUE	p	NA	n	8.19	18.23	NA	p	d	e
7	s	s	n	FALSE	x	c	w	6.49	10.06	NA	f	l	e
8.97	x	NA	w	FALSE	x	c	w	9.73	11.72	r	f	h	p
4.43	x	k	n	FALSE	p	NA	n	5.9	11.1	NA	f	d	e
2.68	s	d	w	FALSE	d	d	p	3.61	2.46	NA	f	g	p
2.78	x	NA	w	FALSE	a	c	p	7.92	4.11	NA	f	l	p
13.24	f	NA	g	FALSE	d	c	y	2.5	13.39	NA	f	d	e
2.27	s	y	n	FALSE	d	d	p	6.65	2.89	NA	f	l	e
3.73	f	h	n	FALSE	a	d	n	6.18	5.62	NA	f	d	e
4.63	x	s	y	FALSE	a	c	y	5.85	7.38	NA	f	g	p
3.31	f	t	o	FALSE	a	d	y	6.07	5.46	NA	f	d	e
8.13	f	NA	n	FALSE	x	c	w	9.73	9.69	r	f	d	p
11.32	x	h	n	TRUE	p	NA	y	7.94	22.8	NA	f	d	e
7.99	s	t	y	FALSE	x	c	y	6.22	17.42	NA	f	d	p
12.21	x	t	n	FALSE	a	d	w	10.86	29.82	NA	f	d	p
4.14	f	d	g	TRUE	d	c	p	4.36	6.12	NA	f	d	e
5.92	x	y	n	FALSE	e	c	p	4.64	12.52	NA	l	w	e
2.39	x	NA	b	FALSE	NA	d	w	6.58	4.49	NA	f	d	e
2.42	x	g	e	FALSE	a	NA	p	7.09	2.32	NA	f	d	p
4.59	c	i	y	FALSE	NA	c	r	6.45	7.85	NA	f	d	p
10.11	p	i	n	TRUE	e	NA	p	8.49	16.52	NA	p	l	e
NA	b	g	g	FALSE	NA	NA	g	2.93	1.49	NA	f	d	e
2.64	x	h	n	FALSE	NA	c	w	5.87	6.5	NA	f	d	e
21.5	x	d	o	FALSE	p	NA	y	6.06	39.13	NA	f	d	p
1.35	x	NA	n	FALSE	NA	NA	k	4.88	2.48	NA	f	g	p
2.19	f	t	n	FALSE	NA	NA	y	8.29	2.96	NA	f	g	p
0.67	x	g	o	FALSE	NA	NA	y	3.31	0.7	NA	f	d	p
2.71	f	s	o	FALSE	a	NA	o	3.75	5.99	NA	f	m	p
11.41	f	NA	n	FALSE	e	NA	w	10.86	15.08	NA	e	d	p
11.9	x	t	n	TRUE	p	NA	y	9.08	22.92	NA	f	d	e
1.35	c	g	n	FALSE	a	NA	w	4.7	1.38	NA	f	d	e
NA	b	h	n	FALSE	a	NA	n	4.6	1.56	NA	f	h	p
3.89	f	t	n	FALSE	x	c	p	4.91	3.76	NA	f	m	p
3.84	f	NA	n	FALSE	x	c	p	7.98	4.18	NA	f	l	p
11.31	x	s	y	FALSE	x	NA	n	10.02	23.73	NA	f	d	e
3.12	x	d	o	FALSE	a	c	o	4.12	5.78	NA	f	m	e
10.11	x	e	y	FALSE	x	c	w	6.91	19.99	NA	f	d	e
8.21	x	NA	e	FALSE	x	c	w	8.7	18.54	NA	f	d	e
7.59	x	g	n	FALSE	e	NA	w	7.96	14.93	NA	p	d	p
8.33	b	t	w	FALSE	e	c	w	11.08	12.83	NA	l	d	p
12.25	f	NA	n	TRUE	NA	NA	w	12.28	19.03	b	g	d	e
4.03	o	NA	w	FALSE	f	f	f	5.55	32.83	NA	f	p	p
4.95	x	NA	n	FALSE	x	c	n	8.19	9.66	b	NA	g	e
6.7	x	t	y	FALSE	x	c	y	5.88	16.07	NA	f	d	p
12.88	f	NA	n	FALSE	e	NA	w	10.86	14.53	NA	g	d	p
NA	x	s	b	FALSE	x	c	w	6.89	10.46	NA	f	l	e
6.8	x	t	y	FALSE	p	NA	y	6.82	14.33	NA	NA	d	e
6	s	d	y	FALSE	d	c	y	3.46	6.97	NA	f	h	p
0.96	b	t	n	FALSE	NA	c	g	3.03	1.44	NA	f	g	p
2.36	x	y	n	FALSE	a	d	p	6.89	3.5	NA	f	l	e
7.31	f	t	y	FALSE	x	c	y	5.88	14.29	NA	f	d	p
3.49	b	t	n	FALSE	NA	NA	n	9.47	5.99	NA	NA	g	p
1.36	x	w	n	FALSE	NA	d	k	5.24	2.42	NA	f	g	e
8.21	s	d	e	TRUE	d	c	n	7.5	11.15	NA	f	d	p
12.79	f	NA	b	FALSE	d	c	w	2.54	15.55	NA	f	d	e
10.58	f	e	b	FALSE	NA	c	b	5.12	21.52	NA	f	d	e
3.47	f	y	n	FALSE	s	NA	g	4.73	7.04	NA	f	d	e
3.77	x	t	n	FALSE	d	NA	o	5.62	6.82	NA	f	d	e
1.59	x	k	n	FALSE	NA	NA	n	4.63	1.68	NA	f	d	p
1.07	b	g	n	FALSE	NA	c	n	3.42	2.44	NA	f	m	p
8.82	p	y	n	FALSE	NA	NA	k	18.21	17.26	NA	f	d	p
1.24	b	h	n	FALSE	a	NA	n	4.28	2.44	NA	f	g	p
9.43	f	e	b	FALSE	NA	c	b	4.83	18.23	NA	f	d	e
1.5	c	g	n	FALSE	a	NA	g	4.8	1.41	NA	f	l	e
3.71	x	k	w	FALSE	s	NA	p	3.62	2.93	NA	f	g	p
1.32	x	t	n	FALSE	d	NA	w	5.33	1.69	NA	f	h	e
5.57	x	NA	n	FALSE	f	f	f	5.95	19.81	NA	f	d	e
1.55	x	k	n	FALSE	NA	NA	n	3.77	1.5	NA	f	d	p
NA	s	s	w	FALSE	d	c	w	2.97	7.04	NA	f	g	p
9.03	p	y	n	TRUE	e	NA	p	8.89	16.6	NA	l	l	e
4.94	x	s	o	FALSE	d	d	o	4.66	11.95	NA	f	m	e
4.16	f	NA	w	FALSE	x	c	u	6.78	3.72	NA	f	d	e
NA	f	d	n	TRUE	d	c	p	4.53	6.05	NA	f	d	p
11.67	x	t	n	FALSE	a	d	w	10.59	33.46	NA	f	d	p
2.14	b	g	n	FALSE	NA	c	n	6.34	2.59	NA	f	m	p
7.59	o	NA	n	FALSE	NA	NA	w	4.06	21.29	NA	f	d	e
NA	p	y	n	FALSE	NA	NA	w	10.06	12.61	NA	z	d	p
6.41	s	d	n	TRUE	d	c	y	5.36	8.67	NA	f	d	p
2.74	f	y	n	FALSE	NA	c	k	6.51	2.98	NA	f	d	e
3.24	x	t	n	FALSE	d	NA	o	5.76	7.23	NA	f	d	e
7.64	x	t	y	FALSE	x	c	y	5.54	16.31	NA	f	d	p
6.31	s	d	y	FALSE	d	c	y	4.06	6.82	NA	f	d	p
11.77	x	s	y	FALSE	s	NA	y	8	18.5	NA	f	d	p
8.03	f	h	n	FALSE	s	NA	y	10.92	13.2	NA	f	d	e
3.44	f	w	o	TRUE	d	c	g	5.26	6.5	NA	f	d	p
6.95	x	w	y	FALSE	f	f	f	4.77	13.75	NA	f	d	e
1.51	x	w	g	FALSE	NA	d	k	5.03	2.53	NA	f	g	e
4.8	x	h	o	FALSE	a	c	n	5.01	7.15	NA	z	d	p
10.28	x	y	o	FALSE	a	NA	o	12.14	24.12	r	r	d	p
2.96	f	w	n	TRUE	d	c	n	3.72	6.24	NA	f	d	p
8.02	o	NA	e	FALSE	f	NA	f	4.22	25.93	NA	f	d	p
7.52	x	l	w	FALSE	d	NA	p	3.41	8.7	NA	f	d	e
6.89	x	h	e	FALSE	x	d	w	5.78	17.42	b	f	d	p
1.56	x	w	g	FALSE	NA	d	k	5.1	2.64	NA	f	g	e
3.77	x	k	n	FALSE	p	NA	e	4.43	10.39	NA	f	d	e
5.29	s	k	n	FALSE	p	NA	n	2.81	5.05	NA	f	d	p
1.61	f	w	g	FALSE	NA	d	k	5.15	2.52	NA	f	d	e
